id,started,ended,realTime,BOB (1),WF (6),CCM (8),DW (Bowser),SSL (11),LLL (12),HMC (15),MIPS Clip,DDD (16),FS (Bowser),BLJs,BitS (Bowser)
722,2025-03-08 06:43:20,2025-03-08 07:03:43,00:20:24.9978536,00:01:48.0465389,00:03:20.2190974,00:01:26.7589831,00:02:01.2567055,00:01:26.1972765,00:00:36.1101186,00:01:21.0320095,00:00:52.7584223,00:00:49.8624149,00:01:35.8011248,00:02:10.1292652,00:02:56.8258969
723,2025-03-09 03:40:19,2025-03-09 03:40:23,,,,,,,,,,,,,
724,2025-03-09 04:44:25,2025-03-09 04:45:56,,,,,,,,,,,,,
725,2025-03-09 04:45:56,2025-03-09 04:46:34,,,,,,,,,,,,,
726,2025-03-09 04:46:34,2025-03-09 04:47:57,,,,,,,,,,,,,
727,2025-03-09 04:47:57,2025-03-09 04:48:50,,,,,,,,,,,,,
728,2025-03-09 04:48:50,2025-03-09 04:53:49,,00:01:46.5260621,,,,,,,,,,,
729,2025-03-09 04:53:49,2025-03-09 04:55:21,,,,,,,,,,,,,
730,2025-03-09 04:55:21,2025-03-09 05:23:13,,00:01:36.9869937,00:03:20.5198229,00:01:24.9879170,00:02:18.1795003,00:01:30.6125582,00:00:36.3579317,00:01:18.4708104,00:00:44.2589881,00:00:51.0442957,00:01:39.1699541,00:02:52.5487047,
731,2025-03-09 05:23:13,2025-03-09 05:33:40,,00:01:38.6421257,00:03:18.5783508,00:01:24.4127028,,,,,,,,,
732,2025-03-09 05:33:40,2025-03-09 05:35:02,,,,,,,,,,,,,
733,2025-03-09 05:35:02,2025-03-09 05:36:43,,,,,,,,,,,,,
734,2025-03-09 05:36:43,2025-03-09 05:41:33,,00:01:37.7333953,,,,,,,,,,,
735,2025-03-09 05:41:33,2025-03-09 05:46:45,,00:01:37.1040113,,,,,,,,,,,
736,2025-03-09 05:46:45,2025-03-09 05:49:31,,,,,,,,,,,,,
737,2025-03-09 05:49:31,2025-03-09 05:52:32,,00:01:36.7759729,,,,,,,,,,,
738,2025-03-09 05:52:32,2025-03-09 06:07:41,,00:01:44.9605908,00:03:19.0158039,00:01:23.5895658,00:02:03.9014723,00:01:35.8046476,00:00:38.1830904,00:01:20.1590561,00:00:45.4802445,00:00:50.4405875,,,
739,2025-03-09 06:07:41,2025-03-09 06:08:43,,,,,,,,,,,,,
740,2025-03-09 06:08:43,2025-03-09 06:10:19,,,,,,,,,,,,,
741,2025-03-09 06:10:19,2025-03-09 06:12:15,,,,,,,,,,,,,
742,2025-03-09 06:12:15,2025-03-09 06:13:55,,,,,,,,,,,,,
743,2025-03-09 06:13:55,2025-03-09 06:21:30,,00:01:46.3051455,00:03:25.9001944,,,,,,,,,,
744,2025-03-09 06:21:30,2025-03-09 06:24:42,,,,,,,,,,,,,
745,2025-03-09 06:24:42,2025-03-09 06:28:33,,00:01:45.0094471,,,,,,,,,,,
746,2025-03-09 06:28:33,2025-03-09 06:33:19,,00:01:37.5258403,,,,,,,,,,,
747,2025-03-09 06:33:19,2025-03-09 06:34:21,,,,,,,,,,,,,
748,2025-03-09 06:34:21,2025-03-09 06:36:14,,,,,,,,,,,,,
749,2025-03-09 06:36:14,2025-03-09 06:49:26,,,00:04:52.5495273,,,,,,,,,,
750,2025-03-09 06:49:26,2025-03-09 06:53:59,,,,,,,,,,,,,
751,2025-03-09 06:53:59,2025-03-09 06:57:08,,00:01:37.4564211,,,,,,,,,,,
752,2025-03-09 06:57:08,2025-03-09 06:57:17,,,,,,,,,,,,,
753,2025-03-09 06:57:17,2025-03-09 07:05:53,,00:01:37.9831325,00:03:19.4183596,00:01:22.7488227,,,,,,,,,
754,2025-03-13 04:15:30,2025-03-13 04:15:40,,,,,,,,,,,,,
755,2025-03-13 04:16:28,2025-03-13 04:41:34,,,,,,,,,,,,,
756,2025-03-13 04:41:34,2025-03-13 04:41:45,,,,,,,,,,,,,
757,2025-03-13 04:41:45,2025-03-13 04:43:30,,,,,,,,,,,,,
758,2025-03-13 04:43:30,2025-03-13 04:52:35,,00:01:37.1837507,00:03:28.6631632,00:01:31.4284798,,,,,,,,,
759,2025-03-13 04:52:35,2025-03-13 04:54:08,,,,,,,,,,,,,
760,2025-03-13 04:54:08,2025-03-13 04:55:41,,,,,,,,,,,,,
761,2025-03-13 04:55:41,2025-03-13 04:57:20,,,,,,,,,,,,,
762,2025-03-13 04:57:20,2025-03-13 04:58:48,,,,,,,,,,,,,
763,2025-03-13 04:58:48,2025-03-13 05:03:53,,00:01:37.0749209,,,,,,,,,,,
764,2025-03-13 05:03:53,2025-03-13 05:05:26,,,,,,,,,,,,,
765,2025-03-13 05:05:26,2025-03-13 05:07:21,,,,,,,,,,,,,
766,2025-03-13 05:07:21,2025-03-13 05:08:57,,,,,,,,,,,,,
767,2025-03-13 05:08:57,2025-03-13 05:09:05,,,,,,,,,,,,,
768,2025-03-13 05:09:05,2025-03-13 05:17:08,,00:01:39.7331064,00:03:29.0673498,00:01:25.8384603,,,,,,,,,
769,2025-03-13 05:17:08,2025-03-13 05:19:18,,,,,,,,,,,,,
770,2025-03-13 05:19:18,2025-03-13 05:26:44,,,,,,,,,,,,,
771,2025-03-13 05:26:44,2025-03-13 05:28:19,,,,,,,,,,,,,
772,2025-03-13 05:28:19,2025-03-13 05:30:02,,,,,,,,,,,,,
773,2025-03-13 05:30:02,2025-03-13 05:31:36,,,,,,,,,,,,,
774,2025-03-13 05:31:36,2025-03-13 05:33:14,,,,,,,,,,,,,
775,2025-03-13 05:33:14,2025-03-13 05:37:15,,00:01:45.5487092,,,,,,,,,,,
776,2025-03-13 05:37:15,2025-03-13 05:38:21,,,,,,,,,,,,,
777,2025-03-13 05:38:21,2025-03-13 05:43:10,,00:01:38.4786406,,,,,,,,,,,
778,2025-03-13 05:43:10,2025-03-13 05:51:17,,00:01:38.9348189,,,,,,,,,,,
779,2025-03-13 05:51:17,2025-03-13 05:54:10,,,,,,,,,,,,,
780,2025-03-17 22:50:13,2025-03-17 22:50:50,,,,,,,,,,,,,
781,2025-03-17 23:11:34,2025-03-17 23:12:07,,,,,,,,,,,,,
782,2025-03-17 23:12:07,2025-03-17 23:25:02,,00:01:49.6560251,00:04:48.8719332,00:01:36.6547313,00:03:30.7341862,,,,,,,,
783,2025-03-17 23:25:02,2025-03-17 23:26:06,,,,,,,,,,,,,
784,2025-03-17 23:26:06,2025-03-17 23:46:40,00:20:34.7158856,00:01:36.8924320,00:03:18.3197939,00:01:45.4831938,00:02:13.8852237,00:01:51.0916779,00:00:38.6670154,00:01:46.3940361,00:00:55.7440806,00:00:46.8971760,00:01:48.2516469,00:01:32.0412745,00:02:21.0483348
785,2025-03-17 23:48:46,2025-03-17 23:59:44,,00:01:36.7403669,00:04:21.4240579,00:01:22.8691759,,,,,,,,,
786,2025-03-17 23:59:44,2025-03-18 00:01:35,,,,,,,,,,,,,
787,2025-03-18 00:01:35,2025-03-18 00:03:27,,,,,,,,,,,,,
788,2025-03-18 00:03:27,2025-03-18 00:06:53,,00:01:37.8187207,,,,,,,,,,,
789,2025-03-18 00:06:53,2025-03-18 00:10:00,,00:01:39.5289158,,,,,,,,,,,
790,2025-03-18 00:10:00,2025-03-18 00:11:35,,,,,,,,,,,,,
791,2025-03-18 00:11:35,2025-03-18 00:12:59,,,,,,,,,,,,,
792,2025-03-18 00:12:59,2025-03-18 00:14:30,,,,,,,,,,,,,
793,2025-03-18 00:14:30,2025-03-18 00:17:04,,,,,,,,,,,,,
794,2025-03-18 00:17:04,2025-03-18 00:18:28,,,,,,,,,,,,,
795,2025-03-18 00:18:28,2025-03-18 00:20:13,,,,,,,,,,,,,
796,2025-03-18 00:20:13,2025-03-18 00:27:40,,00:01:47.9194781,,,,,,,,,,,
797,2025-03-18 00:27:40,2025-03-18 00:46:20,,00:01:38.7739980,00:03:12.9703265,00:01:25.5886668,00:02:25.1677260,00:01:25.1160367,00:00:33.3648865,00:01:21.4044017,00:00:49.6906554,,,,
798,2025-03-18 00:46:57,2025-03-18 00:49:20,,,,,,,,,,,,,
799,2025-03-18 00:49:20,2025-03-18 00:53:30,,,,,,,,,,,,,
800,2025-03-18 03:05:07,2025-03-18 03:07:24,,,,,,,,,,,,,
801,2025-03-18 03:07:24,2025-03-18 03:09:46,,,,,,,,,,,,,
802,2025-03-18 03:09:46,2025-03-18 03:11:22,,,,,,,,,,,,,
803,2025-03-18 03:11:22,2025-03-18 03:12:27,,,,,,,,,,,,,
804,2025-03-18 03:12:27,2025-03-18 03:18:11,,00:01:46.7647137,00:03:36.9365686,,,,,,,,,,
805,2025-03-18 03:18:11,2025-03-18 03:20:17,,,,,,,,,,,,,
806,2025-03-18 03:20:17,2025-03-18 03:23:15,,00:01:37.4094535,,,,,,,,,,,
807,2025-03-18 03:23:15,2025-03-18 03:26:38,,00:01:45.1566155,,,,,,,,,,,
808,2025-03-18 03:26:38,2025-03-18 03:28:39,,,,,,,,,,,,,
809,2025-03-18 03:28:39,2025-03-18 03:30:32,,,,,,,,,,,,,
810,2025-03-18 03:30:32,2025-03-18 03:35:52,,00:01:45.6934415,,,,,,,,,,,
811,2025-03-18 03:35:52,2025-03-18 03:36:57,,,,,,,,,,,,,
812,2025-03-18 03:36:58,2025-03-18 03:39:36,,,,,,,,,,,,,
813,2025-03-18 03:39:36,2025-03-18 03:41:51,,,,,,,,,,,,,
814,2025-03-18 03:42:28,2025-03-18 03:44:06,,,,,,,,,,,,,
815,2025-03-18 03:44:06,2025-03-18 03:53:29,,00:01:44.4788387,00:03:11.1977628,00:01:23.6078829,,,,,,,,,
816,2025-03-18 03:53:29,2025-03-18 03:57:52,,00:01:44.6719305,,,,,,,,,,,
817,2025-03-18 03:57:52,2025-03-18 04:03:48,,00:01:36.9318936,00:03:16.2015929,,,,,,,,,,
818,2025-03-18 04:03:48,2025-03-18 04:07:16,,00:01:37.0292609,,,,,,,,,,,
819,2025-03-18 04:07:16,2025-03-18 04:07:25,,,,,,,,,,,,,
820,2025-03-18 04:07:25,2025-03-18 04:09:06,,,,,,,,,,,,,
821,2025-03-18 04:09:06,2025-03-18 04:12:22,,00:01:37.2199835,,,,,,,,,,,
822,2025-03-18 04:12:22,2025-03-18 04:17:57,,00:01:37.2832151,00:03:39.1640421,,,,,,,,,,
823,2025-03-18 04:17:57,2025-03-18 04:32:02,,00:01:37.0269336,00:03:23.4552315,00:01:35.4200469,,,,,,,,,
824,2025-03-18 04:32:02,2025-03-18 04:40:59,,00:01:37.3752919,00:03:29.7547656,00:01:22.5774503,,,,,,,,,
825,2025-03-18 04:40:59,2025-03-18 04:42:26,,,,,,,,,,,,,
826,2025-03-18 04:42:26,2025-03-18 04:45:26,,00:01:38.8888785,,,,,,,,,,,
827,2025-03-18 04:45:26,2025-03-18 05:03:03,,00:01:38.0690590,00:03:15.3302633,00:01:27.5762209,00:02:15.2189128,00:01:27.8333054,00:00:33.9299692,00:01:25.5218236,00:00:40.9905841,00:01:00.2825611,,,
828,2025-03-18 05:03:03,2025-03-18 05:04:05,,,,,,,,,,,,,
829,2025-03-18 05:04:05,2025-03-18 05:05:49,,,,,,,,,,,,,
830,2025-03-18 05:05:49,2025-03-18 05:07:48,,,,,,,,,,,,,
831,2025-03-18 05:07:48,2025-03-18 05:13:53,,00:01:47.7606264,00:03:21.8965706,,,,,,,,,,
832,2025-03-18 05:13:53,2025-03-18 05:17:09,,00:01:36.8507693,,,,,,,,,,,
833,2025-03-18 05:17:09,2025-03-18 05:18:56,,,,,,,,,,,,,
834,2025-03-18 05:18:56,2025-03-18 05:27:18,,00:01:36.8416088,00:03:24.6576533,00:01:23.3121847,,,,,,,,,
835,2025-03-18 05:27:18,2025-03-18 05:29:05,,,,,,,,,,,,,
836,2025-03-18 05:29:05,2025-03-18 05:32:02,,,,,,,,,,,,,
837,2025-03-18 05:32:02,2025-03-18 05:34:09,,,,,,,,,,,,,
838,2025-03-18 05:34:09,2025-03-18 05:46:13,,00:01:47.7101738,,,,,,,,,,,
839,2025-03-18 05:46:13,2025-03-18 05:55:57,,,,,,,,,,,,,
840,2025-03-22 05:06:31,2025-03-22 05:06:45,,,,,,,,,,,,,
841,2025-03-22 05:06:45,2025-03-22 05:15:07,,00:01:37.7183064,00:03:46.1012877,00:01:24.2218263,,,,,,,,,
842,2025-03-22 05:15:07,2025-03-22 05:16:09,,,,,,,,,,,,,
843,2025-03-22 05:16:09,2025-03-22 05:17:45,,,,,,,,,,,,,
844,2025-03-22 05:17:45,2025-03-22 05:19:40,,,,,,,,,,,,,
845,2025-03-22 05:19:40,2025-03-22 05:22:03,,00:01:48.9513095,,,,,,,,,,,
846,2025-03-22 05:22:03,2025-03-22 05:22:59,,,,,,,,,,,,,
847,2025-03-22 05:22:59,2025-03-22 05:33:39,,00:01:38.2577331,00:03:33.1161508,00:01:40.2198205,,,,,,,,,
848,2025-03-22 05:33:39,2025-03-22 05:40:55,,00:01:47.7850116,00:03:35.0681826,,,,,,,,,,
849,2025-03-22 05:40:55,2025-03-22 06:30:25,,00:01:38.8474351,,,,,,,,,,,
850,2025-03-22 22:23:42,2025-03-22 22:24:28,,,,,,,,,,,,,
851,2025-03-22 22:24:28,2025-03-22 22:24:48,,,,,,,,,,,,,
852,2025-03-22 22:24:48,2025-03-22 22:24:51,,,,,,,,,,,,,
853,2025-03-22 22:24:51,2025-03-22 22:24:53,,,,,,,,,,,,,
854,2025-03-22 22:24:53,2025-03-22 22:24:55,,,,,,,,,,,,,
855,2025-03-22 22:24:55,2025-03-22 22:25:07,,,,,,,,,,,,,
856,2025-03-22 22:25:07,2025-03-22 22:25:29,,,,,,,,,,,,,
857,2025-03-22 22:25:29,2025-03-22 22:25:51,,,,,,,,,,,,,
858,2025-03-22 22:25:51,2025-03-22 22:26:29,,,,,,,,,,,,,
859,2025-03-22 22:26:29,2025-03-22 22:27:15,,,,,,,,,,,,,
860,2025-03-22 22:27:15,2025-03-22 22:28:50,,,,,,,,,,,,,
861,2025-03-22 22:28:50,2025-03-22 22:38:04,,00:01:38.6597410,00:03:49.2882011,00:01:27.3381435,,,,,,,,,
862,2025-03-22 22:38:04,2025-03-22 22:42:02,,00:01:46.5716934,,,,,,,,,,,
863,2025-03-22 22:42:02,2025-03-22 22:43:33,,,,,,,,,,,,,
864,2025-03-22 22:43:33,2025-03-22 23:07:38,,00:01:37.0108359,00:03:12.1367898,00:01:25.2811745,00:02:08.5754263,00:01:29.2211563,00:00:33.2635613,00:01:21.5765647,00:01:21.8451642,00:01:03.0436740,,,
865,2025-03-22 23:07:38,2025-03-22 23:09:26,,,,,,,,,,,,,
866,2025-03-22 23:09:26,2025-03-22 23:12:22,,00:01:47.5747744,,,,,,,,,,,
867,2025-03-22 23:12:22,2025-03-22 23:13:58,,,,,,,,,,,,,
868,2025-03-22 23:13:58,2025-03-22 23:16:54,,00:01:38.6784089,,,,,,,,,,,
869,2025-03-22 23:16:54,2025-03-22 23:18:30,,,,,,,,,,,,,
870,2025-03-22 23:18:30,2025-03-22 23:20:52,,,,,,,,,,,,,
871,2025-03-22 23:20:52,2025-03-22 23:28:37,,00:01:45.9575551,00:03:43.3924653,,,,,,,,,,
872,2025-03-22 23:28:37,2025-03-22 23:30:08,,,,,,,,,,,,,
873,2025-03-22 23:30:08,2025-03-22 23:31:50,,,,,,,,,,,,,
874,2025-03-22 23:31:50,2025-03-22 23:33:38,,,,,,,,,,,,,
875,2025-03-22 23:33:38,2025-03-22 23:42:09,,00:01:45.9922165,00:03:27.2843128,00:01:25.5170056,,,,,,,,,
876,2025-03-22 23:42:09,2025-03-22 23:43:34,,,,,,,,,,,,,
877,2025-03-22 23:43:34,2025-03-22 23:45:08,,,,,,,,,,,,,
878,2025-03-22 23:45:08,2025-03-22 23:58:30,,00:01:37.8597923,00:03:24.5131116,00:01:37.9654222,00:02:29.5452025,00:01:26.6146441,00:00:34.9329089,,,,,,
879,2025-03-25 03:37:00,2025-03-25 03:37:13,,,,,,,,,,,,,
880,2025-03-25 03:37:13,2025-03-25 03:42:10,,00:01:46.1228883,,,,,,,,,,,
881,2025-03-25 03:42:10,2025-03-25 03:45:58,,00:01:37.3046700,,,,,,,,,,,
882,2025-03-25 03:45:58,2025-03-25 03:47:38,,,,,,,,,,,,,
883,2025-03-25 03:47:38,2025-03-25 03:47:49,,,,,,,,,,,,,
884,2025-03-25 03:47:49,2025-03-25 03:49:16,,,,,,,,,,,,,
885,2025-03-25 03:49:16,2025-03-25 04:06:22,,00:01:37.7640884,00:03:14.5216214,00:01:28.3085098,00:02:01.6654552,00:01:26.5690435,00:00:35.6395202,00:01:28.1881874,,,,,
886,2025-03-25 04:06:22,2025-03-25 04:07:24,,,,,,,,,,,,,
887,2025-03-25 04:07:24,2025-03-25 04:09:09,,,,,,,,,,,,,
888,2025-03-25 04:09:09,2025-03-25 04:24:36,,00:01:36.9127718,00:03:25.0862418,00:01:29.6430361,00:02:10.3377282,00:01:29.5796952,00:00:33.5912849,00:01:19.7221683,00:00:51.6692688,00:00:48.1381874,,,
889,2025-03-25 04:24:36,2025-03-25 04:26:07,,,,,,,,,,,,,
890,2025-03-25 04:26:07,2025-03-25 04:27:53,,,,,,,,,,,,,
891,2025-03-25 04:27:53,2025-03-25 04:29:26,,,,,,,,,,,,,
892,2025-03-25 04:29:26,2025-03-25 04:30:58,,,,,,,,,,,,,
893,2025-03-25 04:30:58,2025-03-25 04:31:07,,,,,,,,,,,,,
894,2025-03-25 04:31:07,2025-03-25 04:32:40,,,,,,,,,,,,,
895,2025-03-25 04:32:40,2025-03-25 04:40:00,,00:01:36.9202303,00:03:15.2481971,00:01:30.3708204,,,,,,,,,
896,2025-03-25 04:40:00,2025-03-25 04:41:33,,,,,,,,,,,,,
897,2025-03-25 04:41:33,2025-03-25 04:41:41,,,,,,,,,,,,,
898,2025-03-25 04:41:41,2025-03-25 04:42:44,,,,,,,,,,,,,
899,2025-03-25 04:42:44,2025-03-25 04:45:02,,00:01:47.9514569,,,,,,,,,,,
900,2025-03-25 04:45:02,2025-03-25 04:46:36,,,,,,,,,,,,,
901,2025-03-25 04:46:36,2025-03-25 04:48:27,,,,,,,,,,,,,
902,2025-03-25 04:48:27,2025-03-25 04:50:06,,,,,,,,,,,,,
903,2025-03-25 04:50:06,2025-03-25 04:58:26,,00:01:44.5917649,00:03:46.6760731,00:01:25.0703567,,,,,,,,,
904,2025-03-25 04:58:26,2025-03-25 05:02:05,,00:01:36.8109607,,,,,,,,,,,
905,2025-03-25 05:02:05,2025-03-25 05:02:14,,,,,,,,,,,,,
906,2025-03-25 05:02:14,2025-03-25 05:04:23,,,,,,,,,,,,,
907,2025-03-25 05:04:23,2025-03-25 05:05:28,,,,,,,,,,,,,
908,2025-03-25 05:05:28,2025-03-25 05:07:03,,,,,,,,,,,,,
909,2025-03-25 05:07:03,2025-03-25 05:08:06,,,,,,,,,,,,,
910,2025-03-25 05:08:06,2025-03-25 05:08:47,,,,,,,,,,,,,
911,2025-03-25 05:08:47,2025-03-25 05:15:24,,,,,,,,,,,,,
912,2025-03-25 05:15:24,2025-03-25 05:22:30,,,,,,,,,,,,,
913,2025-03-25 05:22:30,2025-03-25 05:22:39,,,,,,,,,,,,,
914,2025-03-25 05:22:39,2025-03-25 05:24:21,,,,,,,,,,,,,
915,2025-03-25 05:24:21,2025-03-25 05:56:24,,00:01:38.7610399,00:03:08.0128918,00:01:26.5009469,00:02:03.4636550,00:01:28.6055025,00:00:34.7998756,00:01:20.3247060,00:00:40.9816824,00:00:48.6223944,00:01:35.1085457,00:01:55.4261106,
916,2025-03-25 05:56:24,2025-03-25 06:03:00,,00:01:38.3365924,00:03:34.0194790,,,,,,,,,,
917,2025-03-25 06:03:00,2025-03-25 06:04:02,,,,,,,,,,,,,
918,2025-03-25 06:04:02,2025-03-25 06:05:10,,,,,,,,,,,,,
919,2025-03-25 06:05:10,2025-03-25 06:12:23,,00:01:37.4623648,00:03:45.5169942,,,,,,,,,,
920,2025-03-25 06:12:23,2025-03-25 06:13:29,,,,,,,,,,,,,
921,2025-03-28 04:31:01,2025-03-28 04:38:44,,00:01:45.8898412,00:03:10.1424731,00:01:26.5995893,,,,,,,,,
922,2025-03-28 04:38:44,2025-03-28 04:42:07,,00:01:46.6074684,,,,,,,,,,,
923,2025-03-28 04:42:07,2025-03-28 04:44:03,,,,,,,,,,,,,
924,2025-03-28 04:44:03,2025-03-28 04:45:47,,,,,,,,,,,,,
925,2025-03-28 04:45:47,2025-03-28 04:48:58,,00:01:37.4669745,,,,,,,,,,,
926,2025-03-28 04:48:58,2025-03-28 04:50:37,,,,,,,,,,,,,
927,2025-03-28 04:50:37,2025-03-28 04:51:39,,,,,,,,,,,,,
928,2025-03-28 04:51:39,2025-03-28 04:56:40,,00:01:36.7563941,,,,,,,,,,,
929,2025-03-28 04:56:41,2025-03-28 05:05:11,,00:01:38.1377863,00:03:18.8689905,00:01:28.0845652,,,,,,,,,
930,2025-03-28 05:05:11,2025-03-28 05:09:26,,00:01:38.1143644,,,,,,,,,,,
931,2025-03-28 05:09:26,2025-03-28 05:11:48,,00:01:37.3793862,,,,,,,,,,,
932,2025-03-28 05:11:48,2025-03-28 05:31:14,00:19:27.0810878,00:01:46.0086288,00:03:19.3667439,00:01:24.6843079,00:02:12.5966653,00:01:27.2177550,00:00:34.0704470,00:01:19.9043846,00:00:44.3074934,00:00:52.7977540,00:01:35.6781856,00:01:26.8554721,00:02:43.5932502
933,2025-03-28 05:33:13,2025-03-28 05:35:02,,,,,,,,,,,,,
934,2025-03-28 05:35:02,2025-03-28 05:53:15,00:18:14.5502072,00:01:52.6925211,00:03:24.6136832,00:01:31.8043668,00:02:03.5905465,00:01:25.6555289,00:00:40.9675674,00:01:19.9029708,00:00:46.7035650,00:00:53.5917820,00:01:37.5959611,00:00:51.4187919,00:01:46.0129225
935,2025-03-28 06:00:26,2025-03-28 06:00:38,,,,,,,,,,,,,
936,2025-03-28 06:00:38,2025-03-28 06:02:15,,,,,,,,,,,,,
937,2025-03-28 06:02:15,2025-03-28 06:04:28,,,,,,,,,,,,,
938,2025-03-28 06:04:28,2025-03-28 06:07:06,,,,,,,,,,,,,
939,2025-03-28 06:07:06,2025-03-28 06:10:09,,00:01:45.3265871,,,,,,,,,,,
940,2025-03-28 06:10:09,2025-03-28 06:23:31,,00:01:36.3431370,00:03:10.2792285,00:01:24.1766822,00:02:41.1671658,00:01:30.8550080,,,,,,,
941,2025-03-28 06:23:31,2025-03-28 06:26:36,,,,,,,,,,,,,
942,2025-03-28 06:26:36,2025-03-28 06:31:59,,00:01:46.3720667,,,,,,,,,,,
943,2025-03-28 06:31:59,2025-03-28 06:55:25,,,,,,,,,,,,,
944,2025-03-28 06:56:00,2025-03-28 06:56:02,,,,,,,,,,,,,
-2,,,,,00:03:59.8869190,,00:02:38.1018080,00:01:31.1386690,00:00:36.7169130,,00:01:04.5911100,,00:02:31.6569040,00:01:58.3189990,
-1,,,,,00:03:43.7805900,,,,,00:01:50.9473530,,00:01:11.7976810,00:02:37.5008080,,
0,,,,,,00:01:49.6355620,00:03:22.6038260,00:02:03.7412300,,,,00:06:21.7205400,,,00:05:21.2602840
